SubjectArea,Subject,Band,Term,Definition
Mathematics,Mathematics,Foundation to Year 10,part-part-whole reasoning,"A model used to recognise relationships between a whole number and its parts, e.g. 7=5+2 or 7=4+3."
Mathematics,Mathematics,Foundation to Year 10,partition numbers,"Separating numbers additively or multiplicatively into 2 or more parts, e.g. 10 is 8+2,
8 is 3+3+2; 12 divided into 6 equal parts of 2, 12=6×2, 12÷6=2, 12=3×4, 12÷3=4."
Mathematics,Mathematics,Foundation to Year 10,partitioning,The ability to think about numbers as made up of 2 or more parts. Numbers can be partitioned into standard or non-standard place value partitions such as 248 as 200+40+8 or 62 as 50+10+2.
Mathematics,Mathematics,Foundation to Year 10,percentage,A ratio to 100 or a fraction whose denominator is 100.
Mathematics,Mathematics,Foundation to Year 10,perfect square,"A number that is the square of an integer, e.g. 169is a perfect square as 13²=169. Perfect squares can also be represented pictorially."
Mathematics,Mathematics,Foundation to Year 10,perimeter,The total length of the boundary of a plane figure or space.
Mathematics,Mathematics,Foundation to Year 10,perpendicular,"Two lines, rays, line segments, vectors, planes or other objects that intersect at a 90° angle (a right angle) are considered perpendicular."
Mathematics,Mathematics,Foundation to Year 10,pi (π),The ratio of the circumference of any circle to its diametre. It is denoted by the Greek letter π (pi). Approximate values are 3.14 or 22/7.
Mathematics,Mathematics,Foundation to Year 10,picture graph (pictographs),A statistical graph for organising and displaying categorical data.
Mathematics,Mathematics,Foundation to Year 10,place value,"The value of a digit as determined by its position in a number relative to the ones (or units) place. For integers, the ones place is occupied by the rightmost digit in the number."
Mathematics,Mathematics,Foundation to Year 10,planar graph,A connected graph that is drawn within a plane whose edges do not cross.
Mathematics,Mathematics,Foundation to Year 10,platonic solids,"Three-dimensional, convex and regular objects that have polygonal faces. The 5 platonic solids are the tetrahedron, cube, octahedron, dodecahedron and icosahedron."
Mathematics,Mathematics,Foundation to Year 10,point,"Representation of a location in space that has zero dimensions. Lines, curves, shapes, surfaces and objects are constructed from sets of points. Points in the Cartesian plane are specified by coordinates."
Mathematics,Mathematics,Foundation to Year 10,polyhedra,"Three-dimensional objects whose faces are adjacent polygons. A convex polyhedron is a finite region bounded by planes, in the sense that the region lies entirely on one side of the plane."
Mathematics,Mathematics,Foundation to Year 10,population,"The complete set of individuals, objects, places, etc. that we want information about. A census collects information about the whole population."
Mathematics,Mathematics,Foundation to Year 10,prime number,A natural number that is greater than 1 and its only factors are 1 and itself.
Mathematics,Mathematics,Foundation to Year 10,prism,"A convex polyhedron that has 2 congruent and parallel polygonal faces; all its other faces are parallelograms. It is named according to these 2 congruent faces, e.g. a triangular prism."
Mathematics,Mathematics,Foundation to Year 10,probability,"The chance of something happening shown on a scale from 0 and 1 (inclusive), e.g. the probability that a fair coin toss will come up ‘heads’ is 0.5."
Mathematics,Mathematics,Foundation to Year 10,product,The result of multiplying together 2 or more numbers or algebraic expressions.
Mathematics,Mathematics,Foundation to Year 10,proof,A mathematical argument that demonstrates whether a proposition is true. A mathematical statement which has been proved is called a theorem.
Mathematics,Mathematics,Foundation to Year 10,proportion,"A constant ratio between corresponding elements of 2 sets, e.g. the circumference and diametre of a circle are in proportion as their ratio is the constant π (pi)."
Mathematics,Mathematics,Foundation to Year 10,Pythagoras's theorem,"The square of the length of the hypotenuse, c, of a right-angled triangle equals the sum of the squares of the lengths of the other 2 sides, a and b, such that c²=a²+b²."
Mathematics,Mathematics,Foundation to Year 10,quadratic equation,"A quadratic expression that has a particular value. The general quadratic equation in one variable is ax²+bx+c=0, for constants a, b, c and where a≠0."
Mathematics,Mathematics,Foundation to Year 10,quadratic expression,"An expression that contains one or more of the terms in which the variable is raised to the second power, but no variable is raised to a higher power. Its general form is ax²+bx+c, where a≠0."
Mathematics,Mathematics,Foundation to Year 10,quadratic function,A function in which the rule is a quadratic expression. When graphed in the Cartesian plane it produces a parabola and algebraically it can be represented in the form y=ax²+bx+c where a≠0.
Mathematics,Mathematics,Foundation to Year 10,quadrilateral,"A four-sided polygon. Examples include square (a regular quadrilateral, all sides and angles equal), rectangle, kite and trapezium."
Mathematics,Mathematics,Foundation to Year 10,quotient,The result of dividing one number or algebraic expression by another.
Mathematics,Mathematics,Foundation to Year 10,radius,The distance from the centre to the circumference of a circle.
Mathematics,Mathematics,Foundation to Year 10,random sample,"A subset of the population chosen such that every element of the population has an equal chance of being selected; i.e. their selection is governed by chance, e.g. by using a random number generator."
Mathematics,Mathematics,Foundation to Year 10,random variable,A function that assigns real numbers to random events.
Mathematics,Mathematics,Foundation to Year 10,range,"A set of different things of the same general type, e.g. different representations of the same fraction or a variety of strategies for solving problems involving the basic operations.
Statistics: the difference between the largest and smallest numerical values in a data set. It can be used as a measure of spread in a data set. It is sensitive to outliers and should be interpreted with care."
Mathematics,Mathematics,Foundation to Year 10,rate,"A comparison of 2 quantities measured in different units, e.g. the rate of distance to time, known as speed, because distance and time are measured in different units (such as kilometres and hours)."
Mathematics,Mathematics,Foundation to Year 10,ratio,"A comparison of magnitudes of sets, quantities of the same kind or algebraic expressions. It is often used as a comparison a∶b of the size of 2 (or more) quantities relative to each other."
Mathematics,Mathematics,Foundation to Year 10,rational number,"An element of the infinite set of numbers Q= {m/n, wherem and n are integers and n ≠ zero}. It may be expressed in decimal form, e.g. ⅛=0.125and 4/9=0.444…"
Mathematics,Mathematics,Foundation to Year 10,real number line,The representation of real numbers using the infinite set of points on a continuous line.
Mathematics,Mathematics,Foundation to Year 10,real numbers,"The numbers generally used in mathematics, scientific work and everyday life. They are any of the elements of the infinite set R, which includes all the rational numbers and irrational numbers."
Mathematics,Mathematics,Foundation to Year 10,reasonableness (calculation),"Checking the results of calculations or operations to see if they are reasonable in the context, e.g. the sum of 2 odd natural numbers must be an even number."
Mathematics,Mathematics,Foundation to Year 10,rectangle,A quadrilateral in which all angles are right angles.
Mathematics,Mathematics,Foundation to Year 10,recurring decimal,"A decimal expansion of a number that contains a finite sequence of digits that repeats indefinitely, such as 34.271271271 ... The repeating sequence is often designated by a bar over it, such as 34.271."
Mathematics,Mathematics,Foundation to Year 10,reflection,A transformation where each point of a shape is mirrored to a position the same distance from an axis of symmetry.
Mathematics,Mathematics,Foundation to Year 10,reflex angle,"An angle that measures between 180 and 360 degrees, i.e. between 2 and 4 right angles."
Mathematics,Mathematics,Foundation to Year 10,regular shape,"A shape that has all sides of equal length, and all interior angles equal."
Mathematics,Mathematics,Foundation to Year 10,related denominators,One of the denominators is a multiple of the other denominator of a pair of fractions.
Mathematics,Mathematics,Foundation to Year 10,relation,"A correspondence (map) between the elements of 2 sets, e.g. ‘favourite colour’ related to the set of students in a class (the domain) and the set of colours (the co-domain)."
Mathematics,Mathematics,Foundation to Year 10,rename,"To express a number according to the relationship between the place value powers of 10, e.g. 263 can be renamed 2 hundreds and 63 ones or 1 hundred, 16 tens and 3 ones."
Mathematics,Mathematics,Foundation to Year 10,repeated addition,"Adding the same number several times, e.g. 3+3+3+3=4×3=12. A strategy sometimes used for multiplication."
Mathematics,Mathematics,Foundation to Year 10,repeating pattern,"A pattern where there is an identifiable repeating unit such as beads arranged in a sequence of red, green, blue, red, green, blue …; days of the week or months of the year."
Mathematics,Mathematics,Foundation to Year 10,revolution,A complete turn around a point.
Mathematics,Mathematics,Foundation to Year 10,right angle,"An angle formed by a quarter turn of a revolution. It is equal to 90 degrees. If 2 lines are at a right angle, they may also be referred to as being perpendicular."
Mathematics,Mathematics,Foundation to Year 10,right prism,Convex polyhedra that have 2 congruent and parallel faces and all remaining faces are congruent rectangles.
Mathematics,Mathematics,Foundation to Year 10,rotation,"A transformation where each point in the plane is rotated through a given angle about a fixed point in the plane (the point or centre of rotation). For example, the point A is rotated 120° clockwise and 60° anti-clockwise."
Mathematics,Mathematics,Foundation to Year 10,rotational symmetry,"A quality of some shapes and objects to appear the same when turned around their centre for less than a full turn, e.g. a square has quarter-turn rotational symmetry."
Mathematics,Mathematics,Foundation to Year 10,rounding,"The process for approximating a value that lies between 2 known values. It is used to specify a number correct to a given accuracy, e.g. 4.027 becomes 4.03 when rounded to 2 decimal places."
Mathematics,Mathematics,Foundation to Year 10,sample,"A subset of a population used to estimate characteristics of the population, e.g. a randomly selected group of 8 year olds (sample) selected to estimate the height of 8 year olds in Australia (population)."
Mathematics,Mathematics,Foundation to Year 10,sample space,"The set of all possible outcomes of a chance experiment, e.g. the set of outcomes (also called sample points) from tossing 2 heads is {HH, HT, TH, TT}, where H represents a ‘head’ and T a ‘tail’."
Mathematics,Mathematics,Foundation to Year 10,sampling,A process by which a subset of a population is selected for the purposes of data analysis. This subset is called a sample.
Mathematics,Mathematics,Foundation to Year 10,scale,"Specification of proportion between 2 measures, e.g. a model of a house may be made on a 1:10 scale of length; on a graph, each interval of the vertical axis corresponds to a given value."
Mathematics,Mathematics,Foundation to Year 10,scatter plot,A visual representation of bivariate numerical data using the position of each dot on the horizontal and vertical axis to indicate the numerical values for an individual data point. Scatter plots are used to observe relationships between variables.
Mathematics,Mathematics,Foundation to Year 10,scientific notation,"A way of writing numbers that are too big or too small to be written in an accessible way. It uses powers of 10, e.g. the scientific notation for 34 590 is 3.459 ×10⁴."
Mathematics,Mathematics,Foundation to Year 10,set,"A collection of objects or elements, usually specified by listing its elements, e.g. {1, 2, 3, 4}; by describing it in words, e.g. ‘the set of primes’; or by using a rule such as {( x, y ): y= 2x+1, x∈N }."
Mathematics,Mathematics,Foundation to Year 10,shape (Space),"A geometric figure in 2-dimensional space, such as a freehand closed curve, a triangle or square. It can be regular or irregular, simple or complex."
Mathematics,Mathematics,Foundation to Year 10,shape (statistics),"The form of the visual representation of the distribution of numerical data, which may be symmetrical, skewed or multimodal."
Mathematics,Mathematics,Foundation to Year 10,side-by-side column graph,A type of column graph that can be used to organise and display the data that arises when a group of individuals or things are categorised according to 2 or more criteria.
Mathematics,Mathematics,Foundation to Year 10,simulation,"The process of simulating an event using technology or a device, e.g. if 2 players are equally likely to win a game on past performance, then games could be simulated by successive tossing of a fair coin."
Mathematics,Mathematics,Foundation to Year 10,simulations,"A simulation is a recreation of a random phenomena used to collect probability data using either physical or virtual manipulatives such as spinners, coins and cards or computer generated simulations which can be performed a large number of times."
Mathematics,Mathematics,Foundation to Year 10,sine ratio,"In any right-angled triangle, sinθ=opposite/hypotenuse, where 0<θ<90°."
Mathematics,Mathematics,Foundation to Year 10,skip counting,"Counting from a given starting value using multiples of a fixed natural number, e.g. {2, 4, 6, ...} or {7, 12, 17...}."
Mathematics,Mathematics,Foundation to Year 10,spread,"A statistic that indicates how widely the values of a data set are distributed. Common measures of spread include range, interquartile range, quantiles and percentiles."
Mathematics,Mathematics,Foundation to Year 10,square number,"The result of multiplying a natural number by itself, e.g. 16=4×4=4², and is an element of the set {0, 1, 4, 9, 16, 25 ...}."
Mathematics,Mathematics,Foundation to Year 10,square root,A value that when multiplied by itself gives the original number. The positive square root of a given real number x is the positive real number ysuch that y²=x.
Mathematics,Mathematics,Foundation to Year 10,statistical investigation,"An investigation process involving a chosen context, area of interest or an identified problem scenario, identifying the subjects and variables to be investigated, planning the approach, collecting data, representing, interpreting and analysing the data, making inferences and communicating the results of the investigation in terms of the context."
Mathematics,Mathematics,Foundation to Year 10,stem-and-leaf plot,A method of organising and displaying numerical data in which each data value is split into 2 parts: a ‘stem’ and a ‘leaf’. Stem plots give a visual indication of spread.
Mathematics,Mathematics,Foundation to Year 10,straight angle,The angle formed by 2 opposite rays on a straight line from a common point. A straight angle is also formed by a half turn of ray about its endpoint. It measures 180 degrees.
Mathematics,Mathematics,Foundation to Year 10,subitising,The capacity to visually recognise the size of a small set of objects without counting.
Mathematics,Mathematics,Foundation to Year 10,supplementary angles,Two adjacent angles that form a straight angle and their sum is 180 degrees (a straight angle).
Mathematics,Mathematics,Foundation to Year 10,surface area,The measure of the total area of the surface(s) of a 3-dimensional shape or object.
Mathematics,Mathematics,Foundation to Year 10,survey,"A tool for collecting data that comprises a series of questions, which can be constructed to collect quantitative or qualitative data, numerical or categorical responses."
Mathematics,Mathematics,Foundation to Year 10,tangent ratio,"The ratio of the length of the altitude, a, of a right-angled triangle to the length of its base, b, for a given base angle, theta, θ."
Mathematics,Mathematics,Foundation to Year 10,terminating decimal,"A decimal expansion of a number which has a finite number of non-zero digits, e.g. 3.125."
Mathematics,Mathematics,Foundation to Year 10,tessellation,"A repeated pattern in the plane or on a surface where shapes completely fill all of the space around a given point where their boundaries meet, e.g. a honeycomb is a tessellation using hexagons."
Mathematics,Mathematics,Foundation to Year 10,theorem,A statement which has been derived from given statements using agreed rules of deduction (proof).
Mathematics,Mathematics,Foundation to Year 10,three-dimensional,"An object that has 3 independent dimensions of length, width (breadth) and depth, or a space in which position is specified by 3 independent coordinates."
Mathematics,Mathematics,Foundation to Year 10,three-dimensional coordinate system,"A coordinate system where any point in the space is defined using 3 different dimensions, e.g. longitude, latitude and altitude for locating the position of a drone in the sky."
Mathematics,Mathematics,Foundation to Year 10,time zones,"The 24 divisions of the globe, where each change of 15 degrees longitude corresponds to one hour. As time zones often align with national or regional boundaries this is an approximate relationship."
Mathematics,Mathematics,Foundation to Year 10,transformation,"A map of the plane onto itself. Transformations include dilation (enlargements or compressions), reflections, rotations and translations."
Mathematics,Mathematics,Foundation to Year 10,translation,Shifting a figure in the plane without turning it. Translations can be specified as a combination of a horizontal shift and a vertical shift.
Mathematics,Mathematics,Foundation to Year 10,transversal,A line that intersects 2 other lines obliquely.
Mathematics,Mathematics,Foundation to Year 10,tree diagram,"A diagram consisting of line segments (edges) connected to points (vertices) like the branches of a tree. It shows the relationship between sets, events, or the set of outcomes of a multi-step random experiment."
Mathematics,Mathematics,Foundation to Year 10,trials,"Any repeatable procedures with a well-defined set of possible outcomes, known as the sample space, e.g. for the flipping of a coin the sample space would be {H, T}."
Mathematics,Mathematics,Foundation to Year 10,trigonometric ratios,"Relationships between the angles and sides of right triangles. The 3 basic trigonometric ratios in this curriculum are: sine (sin), cosine (cos) and tangent (tan)."
Mathematics,Mathematics,Foundation to Year 10,two-dimensional,"A shape that has 2 independent dimensions of length and width (breadth) is 2 dimensional, as is a space in which position is specified by 2 independent coordinates, such as the plane."
Mathematics,Mathematics,Foundation to Year 10,two-way tables,A common way of displaying the two-way frequency distribution that arises when a group is categorised according to 2 criteria.
Mathematics,Mathematics,Foundation to Year 10,unit fraction,"A fraction of the form 1/n, where n is a non-zero natural number, such as ½,⅓,¼..."
Mathematics,Mathematics,Foundation to Year 10,unit of repeat,"In a repeating pattern, the pattern sequence that is repeated within the pattern, e.g. 1234 in the pattern 1234123412341234..."
Mathematics,Mathematics,Foundation to Year 10,units,"The basis for counting or measurement or both, e.g. the number 1 is the unit for counting; the metre is the standard unit for measurement of length in the metric system."
Mathematics,Mathematics,Foundation to Year 10,univariate data,"Data relating to measurement of a single variable, e.g. shoe size."
Mathematics,Mathematics,Foundation to Year 10,validate (data),"The process of checking that data to be analysed is reasonable and fit for purpose. This can involve checking for accuracy, clarity, detail, consistency, correctness and completeness."
Mathematics,Mathematics,Foundation to Year 10,variable,"Things that are measurable or observable that are expected to either change over time or between individual observations. They are often designated by symbols, such as n, x and y, to represent members of a set."
Mathematics,Mathematics,Foundation to Year 10,variation in data,"The characteristic that elements of a data set differ, e.g. the maximum temperature recorded at different suburbs of a town on a given day."
Mathematics,Mathematics,Foundation to Year 10,Venn diagrams,"Graphical representations, using several typically overlapping circles, showing elements of sets in relation to properties or attributes. They are drawn for some specified universal set."
Mathematics,Mathematics,Foundation to Year 10,vertically opposite angles,Two pairs of vertically opposite angles formed at the point of intersection of 2 lines in the plane. Vertically opposite angles are equal.
Mathematics,Mathematics,Foundation to Year 10,virtual materials,Dynamic digital representations of physical materials (sometimes called virtual manipulatives).
Mathematics,Mathematics,Foundation to Year 10,visualisations,"Visual formats for organising, representing and summarising data. Also called data displays."
Mathematics,Mathematics,Foundation to Year 10,volume,The amount of space bounded by the surface of an object. It is usually measured in cubic units.
Mathematics,Mathematics,Foundation to Year 10,zero,"The number represented by the numeral or the symbol 0, e.g. the origin on a number line. It also functions as an empty place-holder digit in the decimal expansion of numbers, e.g. 205."
